i	j	d
19	116	4.811918388
19	117	2.7206866079
19	118	3.1345826933
19	119	2.7545787332
19	120	4.0869902065
19	121	6.1767398893
19	122	5.5948655026
19	123	2.0124694104
19	124	2.8751228782
19	125	6.9648417579
19	126	4.2939362108
19	127	6.3130885131
19	128	2.1977184765
19	129	5.3264443457
19	130	4.5666155492
19	131	5.858359104
19	132	4.2136644051
19	133	6.4666174913
19	134	5.8817490609
19	135	5.8626707712
19	136	6.1138508982
19	137	5.8556793327
19	138	3.0905422764
19	139	3.878893509
19	140	5.958916787
19	141	2.6172106395
19	142	4.8548386148
19	143	2.4880335487
19	144	5.5491729498
19	145	2.9616225054
19	146	3.039685824
19	147	2.7558873928
19	148	4.0210254272
19	149	5.7465521059
19	150	6.837876053
19	151	6.5105371412
19	152	5.6397637793
19	153	6.3327836526
19	154	2.2387174057
19	155	2.8540210504
19	156	4.5944215141
19	157	3.9705719952
19	158	6.0284755984
19	159	2.2816064191
19	160	4.5803128176
19	161	6.9624016764
19	162	3.9543785983
19	163	2.4899716286
19	164	3.8399595734
19	165	2.3457188631
19	166	4.802508165
19	167	3.6209511862
19	168	4.3420902888
19	169	3.2298333371
19	170	3.441628149
19	171	4.8024530284
19	172	3.1278714035
19	173	5.9877136187
19	174	2.0328708277
19	175	4.3450223437
19	176	2.4492208201
19	177	5.8432740135
19	178	4.5387168594
19	179	2.0744303922
19	180	3.4833491838
19	181	5.6366785218
19	182	4.4279247073
19	183	5.6496223247
19	184	5.9210538235
19	185	3.4935336548
19	186	4.2268185589
19	187	5.176599484
19	188	2.0507378904
19	189	4.8031037179
19	190	4.6499994298
19	191	4.6040851244
19	192	4.5278632494
19	193	3.7451459783
19	194	4.2033888042
19	195	5.7015632743
19	196	3.7714213611
19	197	3.8448535199
19	198	2.9169008215
19	199	2.074725207
19	200	5.1359292372
19	201	3.5034443985
19	202	2.1943529352
19	203	3.5259966448
19	204	6.7291264845
19	205	2.6764351673
19	206	4.7711311997
19	207	4.5232336985
19	208	2.1466704463
19	209	3.7525877299
19	210	3.4302181645
19	211	2.2699323512
19	212	2.0000074948
19	213	3.9725612863
19	214	5.5778784047
19	215	2.1722065081
19	216	2.0211973349
20	21	5.1934907512
20	22	2.518944259
20	23	6.2497918402
20	24	4.5782787789
20	25	3.434851818
20	26	3.3886480156
20	27	3.9323934554
20	28	3.6960430433
20	29	2.3814331816
20	30	3.3357635314
20	31	5.2989881855
20	32	5.336853
20	33	4.6867450274
20	34	6.4174097965
20	35	3.0304605663
20	36	2.6385109972
20	37	4.1672768016
20	38	5.4344284602
20	39	6.9284439976
20	40	4.8962043826
20	41	4.828864687
20	42	2.0653945492
20	43	4.6656864642
20	44	3.9193517216
20	45	3.6496674957
20	46	5.030176844
20	47	4.9793066755
20	48	5.7838064501
20	49	4.8827955867
20	50	6.1872011913
20	51	2.5831390645
20	52	5.8017116179
20	53	5.8279655012
20	54	5.7475815316
20	55	3.9669174668
20	56	2.3820091674
20	57	2.2376278514
20	58	2.4331513613
20	59	6.0175410379
20	60	5.0591841359
20	61	5.0780236484
20	62	6.5699158565
20	63	4.4373630003
20	64	4.293066621
20	65	6.6613256771
20	66	4.4274501169
20	67	6.4225239122
20	68	5.7542800995
20	69	2.5563750423
20	70	6.6124169578
20	71	5.869303036
20	72	3.8078043576
20	73	4.0043091392
20	74	2.738394929
20	75	5.7774245715
20	76	6.5626354565
20	77	4.7409769887
20	78	3.4646706551
20	79	2.554799503
20	80	5.93036531
20	81	4.054776853
20	82	5.2584878794
20	83	2.954603225
20	84	6.1043275404
20	85	4.174792789
20	86	6.3941388556
20	87	5.039862175
20	88	3.1156672803
20	89	3.2886183761
20	90	6.6093355094
20	91	6.9582652352
20	92	2.5444033027
20	93	2.6341657232
20	94	3.5184262495
20	95	4.7427580779
20	96	4.3994803137
20	97	6.0797448224
20	98	2.9257542183
20	99	2.5575316379
20	100	6.094463931
20	101	3.1185758031
20	102	5.4245399006
20	103	5.5777359449
20	104	6.5732208409
20	105	2.7804181896
20	106	6.9435288366
20	107	4.6913642244
20	108	5.3731453346
20	109	3.558669138
20	110	4.8164102104
20	111	2.9398858649
20	112	5.4459556376
20	113	3.9909117962
20	114	3.2511362071
20	115	5.6271305259
20	116	6.3774688776
20	117	6.5592738034
20	118	2.3779873021
20	119	5.8679572772
20	120	2.9058314124
20	121	2.4665209984
20	122	2.4929182401
20	123	4.9892796944
20	124	4.7206159815
20	125	3.0465803491
20	126	6.3691646444
20	127	6.134309941
20	128	6.4435942799
20	129	2.053483164
20	130	3.6861098687
20	131	4.766910476
20	132	5.8129334565
20	133	6.0837752675
20	134	2.2307737643
20	135	5.9694374585
20	136	6.4083236667
20	137	5.104882761
20	138	6.0407810332
20	139	6.3622050012
20	140	2.3552687705
20	141	2.1243131143
20	142	4.9254774553
20	143	4.163933307
20	144	5.6868489854
20	145	2.9411974349
20	146	6.3960522462
20	147	6.6151968323
20	148	3.396059816
20	149	6.3667318599
20	150	4.1582214405
20	151	3.9106516484
20	152	3.942600681
20	153	5.482157436
20	154	6.5151982501
20	155	2.1515961532
20	156	4.6958444029
20	157	5.6032861907
20	158	3.8017072262
20	159	3.4459695092
20	160	5.840904226
20	161	5.2238867382
20	162	2.9933846216
20	163	5.6037159984
20	164	5.1784658498
20	165	5.1809590655
20	166	5.6745462258
20	167	6.4705624806
20	168	6.7807677089
20	169	3.4439238778
20	170	2.670178647
20	171	4.299580021
20	172	5.809706354
20	173	2.7305228201
20	174	6.9180041975
20	175	3.5545923549
20	176	4.8860676698
20	177	5.9998856019
20	178	3.6153969507
20	179	4.2454034222
20	180	3.9623716418
20	181	2.0535876444
20	182	3.7379008474
20	183	3.5720411165
20	184	4.3924907238
20	185	2.3578383943
20	186	2.2011695296
20	187	2.7284013232
20	188	4.6454032062
20	189	5.7767317583
20	190	3.3264413254
20	191	6.8993876832
20	192	2.8629493908
20	193	2.9532151096
20	194	6.0070035793
20	195	3.3674290228
20	196	3.1297802795
20	197	4.3509338509
20	198	2.3031651258
20	199	6.1264882913
20	200	5.1282398259
20	201	2.8586680171
20	202	3.7930083916
20	203	5.7393384211
20	204	6.7288684499
20	205	5.2924325104
20	206	4.3615710262
20	207	6.8796219378
20	208	2.8723011896
20	209	5.7241278047
20	210	2.6187868168
20	211	3.9356109188
20	212	3.3241001737
20	213	6.8577887704
20	214	4.3874725855
20	215	2.2692848888
20	216	2.2684883355
21	22	3.0709892428
21	23	3.8653271822
21	24	5.4046953327
21	25	6.9728939612
21	26	2.427235272
21	27	6.1319096829
21	28	4.1030078512
21	29	5.2173287627
21	30	3.3030077267
21	31	5.5583375923
21	32	6.5012851616
21	33	6.445318144
21	34	2.9380873879
21	35	3.0087888227
21	36	2.3533240642
21	37	6.8161579225
21	38	6.1789573823
21	39	2.9012353145
21	40	3.5790614842
21	41	3.2154495419
21	42	6.0960840434
21	43	3.4178108198
21	44	4.1309282082
21	45	5.3096312956
21	46	2.2612621944
21	47	5.2132388992
21	48	2.7740788841
21	49	3.8263146895
21	50	3.6059684249
21	51	5.1918611439
21	52	5.8329105702
21	53	2.4344914064
21	54	2.4287822663
21	55	3.6084312376
21	56	4.4792646209
21	57	4.5366819638
21	58	3.2157520611
21	59	2.954381803
21	60	6.4023771442
21	61	6.9905006844
21	62	4.93659337
21	63	5.9839856462
21	64	6.0898920591
21	65	6.9088112823
21	66	5.0125029516
21	67	2.5440645924
21	68	5.484941392
21	69	5.2388795206
21	70	2.5381163375
21	71	4.3097995773
21	72	5.4046696352
21	73	4.8134783301
21	74	3.0814620653
21	75	6.8275781422
21	76	4.1887627487
21	77	6.5790692347
21	78	3.7324616605
21	79	6.2526673406
21	80	5.0935613709
21	81	3.5619818548
21	82	4.4629372952
21	83	3.9134714673
21	84	2.5585967985
21	85	2.2511134908
21	86	3.5980868957
21	87	4.5396532694
21	88	2.9301498467
21	89	4.1338699
21	90	2.3294012464
21	91	5.6488784587
21	92	4.3135172493
21	93	4.9756039395
21	94	3.8872991888
21	95	6.4045292374
21	96	2.2287518351
21	97	2.3935158231
21	98	2.9996435912
21	99	3.9783844412
21	100	6.5586375192
21	101	2.6729567217
21	102	6.9460044387
21	103	3.9757478647
21	104	2.563492086
21	105	5.5144965367
21	106	4.7258050128
21	107	2.5486328576
21	108	4.1596026407
21	109	2.3138137517
21	110	3.9325370281
21	111	6.3555705852
21	112	5.1342427331
21	113	2.1658169996
21	114	3.08933067
21	115	3.8436606051
21	116	2.2792205756
21	117	2.7560752312
21	118	4.2224402554
21	119	5.1326714522
21	120	2.9664663747
21	121	2.7361091165
21	122	6.6876233139
21	123	3.4301266295
21	124	4.1775824261
21	125	6.6611719554
21	126	5.5087133029
21	127	5.5861567448
21	128	2.753475414
21	129	6.1725565769
21	130	6.7774247661
21	131	2.8769896421
21	132	3.2380601308
21	133	4.5912306004
21	134	4.9834332704
21	135	6.160242858
21	136	2.2127090493
21	137	2.2237822559
21	138	5.2017433635
21	139	3.9182304954
21	140	2.9996113582
21	141	5.8693013572
21	142	2.0177401491
21	143	6.834489217
21	144	6.3717714769
21	145	5.6453079892
21	146	4.18534225
21	147	5.4961311326
21	148	6.0247514513
21	149	5.8061387389
21	150	6.4229008301
21	151	4.0823583319
21	152	6.6150409452
21	153	4.4013733293
21	154	4.6178369148
21	155	6.9743934395
21	156	6.3231321822
21	157	3.655621413
21	158	5.3501676951
21	159	6.0922988784
21	160	5.372006504
21	161	5.398660877
21	162	6.4516395333
21	163	4.6204276307
21	164	4.9308499456
21	165	4.2944314672
21	166	4.1790356292
21	167	4.9016927969
21	168	5.4663072035
21	169	4.2928989596
21	170	5.8880612393
21	171	3.9853799334
21	172	4.681116442
21	173	4.2720122883
21	174	4.5482144358
21	175	3.3026387367
21	176	6.2180105807
21	177	3.203003219
21	178	5.6651729437
21	179	5.4514910441
21	180	5.1260879073
21	181	6.9813805497
21	182	5.1193543077
21	183	3.6577952596
21	184	6.114868084
21	185	6.2435729733
21	186	5.1801234131
21	187	6.0948720226
21	188	3.7658907742
21	189	2.0722750672
21	190	4.6048634679
21	191	5.76406945
21	192	2.6315825021
21	193	2.5345310297
21	194	5.3493371975
21	195	4.0482726055
21	196	6.5494170555
21	197	6.7452366444
21	198	4.1555834413
21	199	4.8548554088
21	200	3.1631141818
21	201	6.7987029072
21	202	2.6252216178
21	203	3.2518313277
21	204	5.3528581254
21	205	6.0086442344
21	206	3.2904317404
21	207	2.299859536
21	208	2.3320923333
21	209	6.3624472638
21	210	5.0570315537
21	211	5.6290741845
21	212	5.5198419697
21	213	2.6061836614
21	214	4.0359965936
21	215	4.3287926811
21	216	4.0257791071
22	23	6.892452259
22	24	3.9871646664
22	25	2.9480349584
22	26	3.7411575777
22	27	5.1687984933
22	28	6.5997935927
22	29	3.5941584327
22	30	2.9622376067
22	31	3.7974151982
22	32	2.3421652621
22	33	4.9434249704
22	34	5.6052028409
22	35	5.115030638
22	36	4.3473716026
22	37	2.6891603352
22	38	3.5632903048
22	39	6.1638160959
22	40	6.9433616409
22	41	3.8806696087
22	42	5.0197908022
22	43	6.6415677572
22	44	2.7327877757
22	45	6.5343031243
22	46	6.4135271685
22	47	2.3187924904
22	48	4.3380578879
22	49	2.0820205384
22	50	5.6571165936
22	51	5.2265077174
22	52	6.6672538643
22	53	4.6406454493
22	54	5.2835328129
22	55	3.0504471865
22	56	5.0000900538
22	57	3.7264153211
22	58	5.4866310533
22	59	5.6227303132
22	60	3.8446307172
22	61	4.8009309027
22	62	3.5773911968
22	63	3.1993161967
22	64	5.3305843283
22	65	2.6169343417
22	66	3.2388475361
22	67	5.1990455385
22	68	6.7962763648
22	69	5.0723815821
22	70	4.7581219993
22	71	6.8867987701
22	72	5.0435330738
22	73	4.1212758064
22	74	6.8013956588
22	75	4.5799775368
22	76	2.0625040848
22	77	5.3782226398
22	78	4.9913442363
22	79	4.2213020349
22	80	4.2736296581
22	81	5.4179132005
22	82	3.1864918592
22	83	5.9847430652
22	84	6.0330233048
22	85	4.8588100233
22	86	2.2384510521
22	87	6.1137085222
22	88	3.5499562335
22	89	3.4657319484
22	90	2.5973066905
22	91	4.8230929202
22	92	2.6290281497
22	93	3.3051519293
22	94	6.605843108
22	95	5.8049209066
22	96	3.4381094051
22	97	5.3165338651
22	98	6.1029331224
22	99	5.6090862861
22	100	5.4360087516
22	101	5.1535206796
22	102	6.4660737852
22	103	3.5852248071
22	104	5.2782765307
22	105	6.254060974
22	106	6.9973377236
22	107	4.9206260866
22	108	5.64532303
22	109	3.476347503
22	110	4.3616466636
22	111	5.3498381373
22	112	4.3823844001
22	113	4.1861658977
22	114	6.7407553227
22	115	4.842333672
22	116	3.0440203971
22	117	2.9648834336
22	118	2.0740101468
22	119	5.3129618565
22	120	4.6734648611
22	121	4.9864082523
22	122	6.1541293888
22	123	2.2426072118
22	124	4.7637029336
22	125	6.8124263854
22	126	4.3475066257
22	127	4.4359059438
22	128	5.4872805017
22	129	4.2196097636
22	130	2.1745750127
22	131	6.7641475963
22	132	6.6801249029
22	133	3.8826141683
22	134	2.0647364999
22	135	4.8101424001
22	136	3.05082935
22	137	6.9315173318
22	138	5.8344630337
22	139	2.2963955213
22	140	6.4970043583
22	141	3.8642594581
22	142	6.0290989024
22	143	6.1550032092
22	144	2.2793168813
22	145	5.7899529835
22	146	3.1201676406
22	147	4.796535321
22	148	5.4973099169
22	149	3.9732504464
22	150	2.7827122816
22	151	4.6678215306
22	152	6.0012373282
22	153	4.8127021658
22	154	2.470082632
22	155	2.9563308656
22	156	2.0353730214
22	157	5.9169556736
22	158	6.5556748284
22	159	4.7661006445
22	160	2.4077558873
22	161	4.7983864154
22	162	2.7800537771
22	163	5.785263176
22	164	2.3651571322
22	165	4.8659289926
22	166	5.9607568453
22	167	6.2870497165
22	168	5.564290413
22	169	6.2344240817
22	170	2.9993849886
22	171	5.9400466014
22	172	2.6408442513
22	173	2.2436915321
22	174	6.2052878226
22	175	6.5921429431
22	176	4.2336940408
22	177	4.7455838619
22	178	2.385995852
22	179	4.685148368
22	180	6.7580038685
22	181	2.842236027
22	182	5.0577918366
22	183	3.0920098359
22	184	4.5154419651
22	185	3.7516142115
22	186	2.9073095889
22	187	5.2496613978
22	188	3.30833251
22	189	6.273557481
22	190	4.4045533489
22	191	6.4056546522
22	192	6.6171235222
22	193	2.5023885916
22	194	2.3808433914
22	195	6.218516836
22	196	4.8848495325
22	197	6.8646109434
22	198	4.4414637324
22	199	6.8483751108
22	200	5.2639718769
22	201	4.2220709791
22	202	2.040364
22	203	3.0636243066
22	204	6.0640156712
22	205	4.6708600636
22	206	3.7618403266
22	207	2.7000688141
22	208	6.0321768536
22	209	5.9971416462
22	210	3.1764633964
22	211	4.4795576685
22	212	4.2563095425
22	213	4.5958420418
22	214	3.3875684218
22	215	4.8608922604
22	216	5.3167903443
23	24	5.7119525735
23	25	5.9223361848
23	26	2.6664381738
23	27	3.0364143788
23	28	6.3419236384
23	29	2.010307983
23	30	5.062159644
23	31	4.0796140782
23	32	2.8000627047
23	33	3.778749559
23	34	4.0242189183
23	35	3.5015147959
23	36	6.1471499224
23	37	4.6069687156
23	38	3.7677965
23	39	4.1637104532
23	40	2.2249963862
23	41	2.7341047031
23	42	5.4787655359
23	43	4.9084857706
23	44	2.4423576572
23	45	4.4590742786
23	46	2.9004314481
23	47	4.5444033358
23	48	3.7665081805
23	49	3.3947250607
23	50	6.1302838103
23	51	5.8167841354
23	52	6.5135278509
23	53	2.7444460507
23	54	6.1090529315
23	55	3.8445762512
23	56	5.6539516638
23	57	2.1507650642
23	58	2.749354456
23	59	4.7680278652
23	60	2.3714142602
23	61	6.7136337891
23	62	5.6400581145
23	63	2.4739167893
23	64	5.9141061618
23	65	3.8014140063
23	66	5.2901910964
23	67	5.5279894543
23	68	6.8557068663
23	69	3.557370716
23	70	6.284472528
23	71	5.7704872381
23	72	4.3403144615
23	73	2.3720626679
23	74	6.9191696872
23	75	5.8217229297
23	76	5.8298093732
23	77	4.2608674514
23	78	4.7029504477
23	79	5.6894665722
23	80	4.1627455238
23	81	3.3366881787
23	82	4.0001939344
23	83	6.5464163691
23	84	6.817495935
23	85	5.2285813374
23	86	2.0132385991
23	87	2.7472063767
23	88	3.9071285808
23	89	2.0792207197
23	90	6.1834943342
23	91	3.7678888779
23	92	2.0383117562
23	93	3.4244072542
23	94	4.8799467082
23	95	4.9820353272
23	96	2.4278828019
23	97	2.6830014664
23	98	5.6674436641
23	99	4.9044043682
23	100	2.6833224817
23	101	4.2390147565
23	102	4.8127563548
23	103	6.5643328268
23	104	2.1801711857
23	105	4.589872639
23	106	2.1373181376
23	107	3.4476610797
23	108	4.5712912891
23	109	3.8941352874
23	110	2.7641709134
23	111	2.3108836037
23	112	2.1348729665
23	113	6.4672153119
23	114	2.6785123379
23	115	5.4567108277
23	116	4.5562514656
23	117	4.4306001456
23	118	5.696032259
23	119	6.8332786722
23	120	3.0511977673
23	121	3.7678834623
23	122	5.9236247255
23	123	6.2926442317
23	124	4.923266889
23	125	3.1757895985
23	126	4.1899022219
23	127	4.9874238502
23	128	5.8196599362
23	129	6.3296679781
23	130	3.5787976825
23	131	5.0700196387
23	132	6.1377805309
23	133	3.9501681425
23	134	2.2043359634
23	135	3.2332445016
23	136	6.9498541676
23	137	2.081858011
23	138	4.0961844442
23	139	5.0125275874
23	140	2.9888210292
23	141	3.0284429141
23	142	2.9437931776
23	143	6.0234499816
23	144	6.6941815711
23	145	5.0228582667
23	146	6.1266338011
23	147	2.2320578276
23	148	6.1805346772
23	149	5.8921751915
23	150	2.6280456719
23	151	4.102399977
23	152	5.0786830271
23	153	4.4935967626
23	154	4.9091685558
23	155	2.5096106699
23	156	6.4401720373
23	157	3.2857210782
23	158	2.9961595461
23	159	6.9783555698
23	160	5.6943459807
23	161	5.202497637
23	162	4.4392025929
23	163	3.0003358759
23	164	2.2820618242
23	165	3.3495345606
23	166	4.4740905745
23	167	2.1301263297
23	168	2.8801837176
23	169	3.1210479476
23	170	6.361842612
23	171	4.8593689869
23	172	4.8335755262
23	173	6.6548710715
23	174	3.6531351752
23	175	6.5206893187
23	176	2.0756866555
23	177	6.4290280246
23	178	5.8242056751
23	179	2.4400140841
23	180	2.612112291
23	181	4.9636332569
23	182	4.7740814503
23	183	6.155036979
23	184	5.7648803782
23	185	6.6236120023
23	186	3.3788452402
23	187	6.3862980252
23	188	5.1162567498
23	189	5.9666544641
23	190	4.6323490788
23	191	2.9515603962
23	192	2.0640179334
23	193	2.2190242592
23	194	4.4528209597
23	195	4.0465477961
23	196	5.1907960927
23	197	3.1424649186
23	198	4.9258284918
23	199	2.2723808285
23	200	2.2146989993
23	201	3.4952213604
23	202	2.7678760988
23	203	2.1105081291
23	204	3.2797836407
23	205	3.5015146981
23	206	2.3050102598
23	207	5.8883384289
23	208	4.8046922212
23	209	4.6899949241
23	210	3.6884550344
23	211	4.1858612551
23	212	6.4531391745
23	213	3.2532239786
23	214	6.9856121535
23	215	5.4800984424
23	216	5.8435316267
24	25	4.5315938273
24	26	4.5537029014
24	27	4.2859639336
24	28	5.1552737128
24	29	3.4060516639
24	30	4.2650521469
24	31	2.8592235557
24	32	5.9884318244
24	33	6.2779973565
24	34	6.1242761044
24	35	5.4703531365
24	36	5.4529907878
24	37	4.4506496161
24	38	2.4556602009
24	39	4.2663686225
24	40	2.3899932398
24	41	3.4973362449
24	42	3.5719856166
24	43	4.6286064799
24	44	2.3342635163
24	45	4.1412482705
24	46	6.3008521243
24	47	3.4421602625
24	48	2.4558015617
24	49	3.3536895096
24	50	2.2214034485
24	51	3.1619357887
24	52	4.2187625627
24	53	5.5231692221
24	54	5.8593277423
24	55	6.3288412454
24	56	6.9571484211
24	57	4.4146962293
24	58	5.0638710307
24	59	3.8921599197
24	60	3.5956057872
24	61	3.072881483
24	62	4.4407405208
24	63	4.2556229947
24	64	5.0310248668
24	65	3.0896482021
24	66	3.8952094283
24	67	5.9239794919
24	68	5.951276028
24	69	6.8617292684
24	70	6.3225052996
24	71	3.3448755403
24	72	2.5193838526
24	73	4.6149552747
24	74	2.7276277434
24	75	5.5762862855
24	76	5.8978563454
24	77	5.197950394
24	78	5.8997559617
24	79	5.5804697143
24	80	5.9559395374
24	81	6.8556090751
24	82	5.4928952313
24	83	2.8037422159
24	84	5.6670869443
24	85	4.3277921683
24	86	6.2226979459
24	87	3.8293350105
24	88	2.480465682
24	89	2.9095586771
24	90	2.2663936374
24	91	5.3942815118
24	92	4.6930523071
24	93	3.7338844304
24	94	6.2644374605
24	95	4.903143893
24	96	6.7511996002
24	97	4.5990545389
24	98	5.3898183999
24	99	3.34109543
24	100	2.2422749555
24	101	6.1956963363
24	102	3.9624785809
24	103	3.7077472837
24	104	4.6114501257
24	105	3.2239345355
24	106	5.2914014386
24	107	3.3898452913
24	108	6.744540085
24	109	2.8955150917
24	110	2.6495486901
24	111	5.9748504287
24	112	5.3350164598
24	113	3.4091209562
24	114	4.7282047424
24	115	4.9567025383
24	116	4.9450647779
24	117	3.8963284823
24	118	3.7236474095
24	119	4.6482930023
24	120	4.642907888
24	121	5.1771418514
24	122	2.5798739058
24	123	6.3824404615
24	124	5.0149093471
24	125	2.691321276
24	126	3.0903680749
24	127	5.3063359201
24	128	5.6208352836
24	129	5.3434241444
24	130	5.1185964905
24	131	5.5716668161
24	132	3.7390174613
24	133	2.1678431664
24	134	4.8246376863
24	135	5.0596531057
24	136	6.8069043084
24	137	2.7658916715
24	138	4.4951471144
24	139	5.9658185276
24	140	2.2255072842
24	141	3.4927721426
24	142	3.4626985772
24	143	5.1467901697
24	144	5.3691392645
24	145	6.1193669285
24	146	5.6983251472
24	147	6.4293283762
24	148	6.6817409129
24	149	4.6616090525
24	150	4.2895399212
24	151	2.0899011037
24	152	3.4368049365
24	153	5.0456270431
24	154	2.3315617658
24	155	2.7848305399
24	156	5.5257494094
24	157	6.8120805713
24	158	5.5942796588
24	159	2.4530019571
24	160	3.9628493683
24	161	2.0035938085
24	162	2.4521744817
24	163	2.3259012407
24	164	4.0567689357
24	165	3.658496769
24	166	3.5270536423
24	167	5.4919270633
24	168	2.5007608959
24	169	4.9661588222
24	170	4.6173941501
24	171	4.0141295167
24	172	6.8696296336
24	173	3.710662477
24	174	6.3361843514
24	175	3.7131866732
24	176	2.3895417742
24	177	4.5114551967
24	178	3.0108311269
24	179	3.9664882645
24	180	6.4565913125
24	181	6.6179686415
24	182	2.3711072776
24	183	6.9891042849
24	184	4.3551522742
24	185	2.2983704467
24	186	4.9511281536
24	187	6.5179817102
24	188	3.8901405632
24	189	6.9378824187
24	190	4.4043553799
24	191	2.3435333447
24	192	2.9509951859
24	193	3.1960192962
24	194	2.9377412502
24	195	5.7065758294
24	196	6.1587627
24	197	2.413834057
24	198	3.6808828906
24	199	2.6650431667
24	200	5.493057051
24	201	3.2215682358
24	202	6.3462192846
24	203	5.2732797476
24	204	3.5489595088
24	205	5.3331562897
24	206	6.2058912638
24	207	5.8871239726
24	208	2.7985320062
24	209	4.0673589278
24	210	6.9025663593
24	211	6.0337531916
24	212	3.8900005388
24	213	3.693136921
24	214	3.72755909
24	215	5.1746922774
24	216	6.7783304703
25	26	2.300855029
25	27	6.2386708126
25	28	6.8692097933
25	29	6.457710895
25	30	4.3501533071
25	31	2.118816516
25	32	3.5708703159
25	33	2.6272513283
25	34	2.55229469
25	35	3.943976731
25	36	3.1992973072
25	37	2.3239394959
25	38	5.9681839542
25	39	4.3658710217
25	40	2.6929958405
25	41	6.9877052358
25	42	6.3366888907
25	43	3.8079631924
25	44	3.8120625996
25	45	5.1488599457
25	46	3.849110118
25	47	6.143580156
25	48	3.7722741476
25	49	4.1222843263
25	50	5.0358649106
25	51	3.3185604062
25	52	3.5481462756
25	53	5.7764061702
25	54	3.4224345802
25	55	5.7198480026
25	56	2.7072532483
25	57	2.7173610831
25	58	6.0925726523
25	59	4.490869147
25	60	4.8068100581
25	61	3.1567971139
25	62	6.5690106133
25	63	3.1264417372
25	64	6.6802844338
25	65	5.2094095127
25	66	4.757831415
25	67	5.6191655503
25	68	5.4327488874
25	69	3.7586684002
25	70	5.5617145843
25	71	6.5313247873
25	72	3.7643250696
25	73	2.7996980617
25	74	6.0640118365
25	75	6.5040975788
25	76	5.0812669397
25	77	5.1469081683
25	78	4.8843321781
25	79	6.5999129208
25	80	6.1774881883
25	81	3.0460667829
25	82	5.7749721244
25	83	4.5420362188
25	84	5.2120159889
25	85	2.7724635493
25	86	6.2430460473
25	87	3.0098026977
25	88	2.6573462699
25	89	6.5749707797
25	90	5.6441196006
25	91	6.3838406747
25	92	5.4397972857
25	93	6.4035176581
25	94	3.7901988522
25	95	5.1720711259
25	96	4.6683103934
25	97	4.3311007872
25	98	3.1986105965
25	99	3.0222228831
25	100	6.1392132566
25	101	3.4616810584
25	102	2.5106591063
25	103	4.6661264373
25	104	3.0290095611
25	105	2.4213197159
25	106	3.0284207743
25	107	3.8984109871
25	108	3.1554643494
25	109	2.047548553
25	110	6.9142638407
25	111	3.5320691683
25	112	2.940463867
25	113	5.2357472872
25	114	6.6092137413
25	115	5.1710696119
25	116	4.1957041147
25	117	5.5772448888
25	118	2.0696535199
25	119	5.2766590422
25	120	3.2189069047
25	121	4.74086211
25	122	3.1986955494
25	123	6.6686483732
25	124	4.2740530676
25	125	5.4089624688
25	126	5.9025283693
25	127	2.2324193973
25	128	3.142311574
25	129	5.8267732336
25	130	2.2078733385
25	131	3.0715822461
25	132	2.2243056499
25	133	4.4309719784
25	134	4.2328480343
25	135	2.5231696649
25	136	4.7587316431
25	137	4.8832098296
25	138	5.190063512
25	139	4.1028079824
25	140	6.5079225812
25	141	6.6749195339
25	142	4.9687994523
25	143	3.7117098843
25	144	5.7948594446
25	145	4.5604135671
25	146	3.2029854866
25	147	2.2905141191
25	148	4.4731990497
25	149	4.8165120249
25	150	4.0809646123
25	151	5.4931891754
25	152	3.576316702
25	153	4.4679545534
25	154	4.4227680091
25	155	4.0236054119
25	156	6.2405870623
25	157	4.1147231581
25	158	3.0828175284
25	159	2.3495061795
25	160	2.3753850588
25	161	4.1630848256
25	162	5.388376184
25	163	4.2924095403
25	164	6.5279268429
25	165	6.3434562997
25	166	6.3389304142
25	167	6.1077486724
25	168	6.8068258491
25	169	3.4225023503
25	170	4.2474470582
25	171	4.5684855332
25	172	6.1477477966
25	173	2.6744275222
25	174	4.9220388564
25	175	3.5859062209
25	176	5.6307614174
25	177	6.3238911402
25	178	4.9000459206
25	179	4.4433716631
25	180	4.7375786042
25	181	6.2541734033
25	182	4.3601955652
25	183	3.1401328915
25	184	4.2257852425
25	185	2.6852872068
25	186	6.0880465992
25	187	2.6731622693
25	188	6.2739496004
25	189	5.8357234229
25	190	4.0104429857
25	191	6.6705521805
25	192	4.3197007865
25	193	6.2635869045
25	194	5.5964225342
25	195	6.3571834799
25	196	3.5136455076
25	197	4.4971127149
25	198	5.5444816358
25	199	3.8526986227
25	200	4.8720843642
25	201	4.7877041222
25	202	2.1802069043
25	203	2.1437908412
25	204	2.7922521563
25	205	6.9710596632
25	206	6.744384894
25	207	5.419870489
25	208	6.1832836434
25	209	6.5283600313
25	210	5.5484718315
25	211	5.9179955977
25	212	3.6658528809
25	213	6.287667025
25	214	3.0446007438
25	215	4.0412141374
25	216	4.0889953953
26	27	5.3482764211
26	28	4.3142179206
26	29	4.4551638181
26	30	6.9759651068
26	31	4.0414157594
26	32	4.1824769569
26	33	4.3603790404
26	34	5.242268487
26	35	3.8806389379
26	36	2.4601294712
26	37	6.7483113966
26	38	3.3048672007
26	39	6.2425254007
26	40	5.059736033
26	41	5.8661510725
26	42	6.0148184002
26	43	2.2066970361
26	44	5.9735804028
26	45	5.8205865276
26	46	2.2496027342
26	47	4.9087488949
26	48	6.4672484693
