a	d	CA	CB	CC	CD	CE	CW
S1CN0422	11_01_2008	784831.81762	184600	-184600	681347.09643	-1534650	4115500
S1CN0422	12_01_2008	422743.5492	184600	-184600	711561.73024	-472950	3053800
S1CN0422	13_01_2008	-36764.28478	184600	-184600	655532.31423	223750	2357100
S1CN0422	14_01_2008	559900.00162	184600	-184600	430049.83842	-1239350	3820200
S1CN0422	15_01_2008	933071.35062	184600	-184600	262699.26504	-403550	2984400
S1CN0422	16_01_2008	933071.35062	184600	-184600	262699.26504	-414150	2995000
S1CN0422	17_01_2008	933071.35062	184600	-184600	262699.26504	-623250	3204100
S1CN0422	18_01_2008	933071.35062	184600	-184600	262699.26504	-1095550	3676400
S1CN0422	19_01_2008	1178895.9414	184600	-184600	265517.2372	-585950	3166800
S1CN0422	20_01_2008	603707.35962	184600	-184600	244610.01984	-9750	2590600
S1CN0422	21_01_2008	933071.35062	184600	-184600	262699.26504	-950250	3531100
S1CN0422	22_01_2008	933071.35062	184600	-184600	262699.26504	268150	2312700
S1CN0422	23_01_2008	933071.35062	184600	-184600	262699.26504	-885550	3466400
S1CN0422	24_01_2008	933071.35062	184600	-184600	262699.26504	-765350	3346200
S1CN0422	25_01_2008	559900.00162	184600	-184600	430049.83842	-148050	2728900
S1CN0422	26_01_2008	422743.5492	184600	-184600	711561.73024	1360050	1220800
S1CN0422	27_01_2008	-36764.28478	184600	-184600	655532.31423	242450	2338400
S1CN0422	28_01_2008	199056.66849	184600	-184600	531266.60305	759150	1821700
S1CN0422	30_01_2008	199056.66849	184600	-184600	531266.60305	1919650	661200
S1CN0422	02_02_2008	1252527.3142	184600	-184600	861381.31301	-954750	3535600
S1CN0422	03_02_2008	666074.16161	184600	-184600	793554.88293	-437150	3018000
S1CN0422	04_02_2008	609950.00056	184600	-184600	536616.96156	-1163050	3743900
S1CN0422	05_02_2008	609950.00056	184600	-184600	536616.96156	-71050	2651900
S1CN0422	06_02_2008	609950.00056	184600	-184600	536616.96156	-1105050	3685900
S1CN0422	07_02_2008	370936.66711	184600	-184600	664149.27199	-1525450	4106300
S1CN0422	08_02_2008	370936.66711	184600	-184600	664149.27199	-703150	3284000
S1CN0422	09_02_2008	577435.81071	184600	-184600	671273.59395	-573750	3154600
S1CN0422	10_02_2008	469362.49262	184600	-184600	634430.12198	-345950	2926800
S1CN0422	11_02_2008	784831.81762	184600	-184600	681347.09643	-1168450	3749300
S1CN0422	12_02_2008	226358.696	184600	-184600	704009.8246	-792650	3373500
S1CN0422	13_02_2008	226358.696	184600	-184600	704009.8246	-1525750	4106600
S1CN0422	14_02_2008	226358.696	184600	-184600	704009.8246	-1655750	4236600
S1CN0422	15_02_2008	226358.696	184600	-184600	704009.8246	-743150	3324000
S1CN0422	16_02_2008	422743.5492	184600	-184600	711561.73024	-1104250	3685100
S1CN0422	17_02_2008	-36764.28478	184600	-184600	655532.31423	-563650	3144500
S1CN0422	18_02_2008	226358.696	184600	-184600	704009.8246	-662750	3243600
S1CN0422	19_02_2008	226358.696	184600	-184600	704009.8246	-705950	3286800
S1CN0422	20_02_2008	226358.696	184600	-184600	704009.8246	-1105850	3686700
S1CN0422	21_02_2008	226358.696	184600	-184600	704009.8246	-769250	3350100
S1CN0422	22_02_2008	226358.696	184600	-184600	704009.8246	-319850	2900700
S1CN0422	23_02_2008	422743.5492	184600	-184600	711561.73024	-884750	3465600
S1CN0422	24_02_2008	-36764.28478	184600	-184600	655532.31423	-243750	2824600
S1CN0422	25_02_2008	226358.696	184600	-184600	704009.8246	-645250	3226100
S1CN0422	26_02_2008	226358.696	184600	-184600	704009.8246	-408150	2989000
S1CN0422	27_02_2008	226358.696	184600	-184600	704009.8246	-816750	3397600
S1CN0422	28_02_2008	199056.66849	184600	-184600	531266.60305	-897750	3478600
S1CN0422	29_02_2008	199056.66849	184600	-184600	531266.60305	-786250	3367100
S1CN0422	01_03_2008	2477071.0456	858057.142	-858057.142	862755.29026	-1493978.571	4094200
S1CN0422	02_03_2008	1700316.2585	858057.142	-858057.142	794820.67119	-1670778.571	4271000
S1CN0422	03_03_2008	2145100.9168	858057.142	-858057.142	853598.74587	-1549478.571	4149700
S1CN0422	04_03_2008	1625980.0383	858057.142	-858057.142	537472.91177	-389878.571	2990100
S1CN0422	05_03_2008	1625980.0383	858057.142	-858057.142	537472.91177	-1109978.571	3710200
S1CN0422	06_03_2008	1625980.0383	858057.142	-858057.142	537472.91177	51521.429	2548700
S1CN0422	07_03_2008	1309407.862	858057.142	-858057.142	665208.64717	-1293778.571	3894000
S1CN0422	08_03_2008	1582915.1277	858057.142	-858057.142	672344.33306	-2359878.571	4960100
S1CN0422	09_03_2008	942953.69915	858057.142	-858057.142	619402.95251	-703878.571	3304100
S1CN0422	10_03_2008	1857610.2854	858057.142	-858057.142	682433.90364	-1432078.571	4032300
S1CN0422	11_03_2008	1857610.2854	858057.142	-858057.142	682433.90364	-344878.571	2945100
S1CN0422	12_03_2008	206987.267	858057.142	-858057.142	704009.8246	-1649478.571	4249700
S1CN0422	13_03_2008	206987.267	858057.142	-858057.142	704009.8246	-704178.571	3304400
S1CN0422	14_03_2008	206987.267	858057.142	-858057.142	704009.8246	-1218178.571	3818400
S1CN0422	15_03_2008	403372.1202	858057.142	-858057.142	711561.73024	-796978.571	3397200
S1CN0422	16_03_2008	-56135.71378	858057.142	-858057.142	655532.31423	-669878.571	3270100
S1CN0422	17_03_2008	206987.267	858057.142	-858057.142	704009.8246	-1023278.571	3623500
S1CN0422	18_03_2008	206987.267	858057.142	-858057.142	704009.8246	-484578.571	3084800
S1CN0422	19_03_2008	206987.267	858057.142	-858057.142	704009.8246	-67278.571	2667500
S1CN0422	20_03_2008	206987.267	858057.142	-858057.142	704009.8246	-1766778.571	4367000
S1CN0422	21_03_2008	206987.267	858057.142	-858057.142	704009.8246	302421.429	2297800
S1CN0422	22_03_2008	403372.1202	858057.142	-858057.142	711561.73024	1944621.429	655600
S1CN0422	23_03_2008	-56135.71378	858057.142	-858057.142	655532.31423	-8778.571	2609000
S1CN0422	24_03_2008	206987.267	858057.142	-858057.142	704009.8246	-1292178.571	3892400
S1CN0422	25_03_2008	206987.267	858057.142	-858057.142	704009.8246	-197478.571	2797700
S1CN0422	26_03_2008	206987.267	858057.142	-858057.142	704009.8246	-1137578.571	3737800
S1CN0422	27_03_2008	206987.267	858057.142	-858057.142	704009.8246	-667578.571	3267800
S1CN0422	28_03_2008	179685.23949	858057.142	-858057.142	531266.60305	-16478.571	2616700
S1CN0422	29_03_2008	374160.11534	858057.142	-858057.142	536965.49408	-332578.571	2932800
S1CN0422	30_03_2008	-80878.69012	858057.142	-858057.142	494684.04219	-931278.571	3531500
S1CN0423	01_07_2007	131031.20158	59935.714	-59935.714	413259.07132	685557.143	1802100
S1CN0423	02_07_2007	713658.24135	59935.714	-59935.714	408088.65254	-985342.857	3473000
S1CN0423	03_07_2007	713658.24135	59935.714	-59935.714	408088.65254	-79342.857	2567000
S1CN0423	04_07_2007	388300.00091	59935.714	-59935.714	529493.61414	-129242.857	2616900
S1CN0423	05_07_2007	388300.00091	59935.714	-59935.714	529493.61414	-498042.857	2985700
S1CN0423	06_07_2007	388300.00091	59935.714	-59935.714	529493.61414	115957.143	2371700
S1CN0423	07_07_2007	526298.24822	59935.714	-59935.714	651063.89563	-294042.857	2781700
S1CN0423	08_07_2007	-72871.57032	59935.714	-59935.714	616005.88719	527157.143	1960500
S1CN0423	09_07_2007	464389.52537	59935.714	-59935.714	608298.83705	-426542.857	2914200
S1CN0423	10_07_2007	280642.85769	59935.714	-59935.714	484765.9951	-269242.857	2756900
S1CN0423	11_07_2007	280642.85769	59935.714	-59935.714	484765.9951	-134542.857	2622200
S1CN0423	12_07_2007	97429.814	59935.714	-59935.714	618138.4301	17657.143	2470000
S1CN0423	13_07_2007	97429.814	59935.714	-59935.714	618138.4301	-63642.857	2551300
S1CN0423	14_07_2007	151642.85655	59935.714	-59935.714	661595.23875	-508042.857	2995700
S1CN0423	15_07_2007	-373046.0312	59935.714	-59935.714	625970.14634	389757.143	2097900
S1CN0423	16_07_2007	97429.814	59935.714	-59935.714	618138.4301	44657.143	2443000
S1CN0423	17_07_2007	97429.814	59935.714	-59935.714	618138.4301	-422142.857	2909800
S1CN0423	18_07_2007	97429.814	59935.714	-59935.714	618138.4301	-928042.857	3415700
S1CN0423	19_07_2007	97429.814	59935.714	-59935.714	618138.4301	749557.143	1738100
S1CN0423	20_07_2007	97429.814	59935.714	-59935.714	618138.4301	-235642.857	2723300
S1CN0423	21_07_2007	151642.85655	59935.714	-59935.714	661595.23875	382557.143	2105100
S1CN0423	22_07_2007	-373046.0312	59935.714	-59935.714	625970.14634	477857.143	2009800
S1CN0423	23_07_2007	97429.814	59935.714	-59935.714	618138.4301	184057.143	2303600
S1CN0423	24_07_2007	97429.814	59935.714	-59935.714	618138.4301	-229742.857	2717400
S1CN0423	25_07_2007	97429.814	59935.714	-59935.714	618138.4301	838657.143	1649000
S1CN0423	26_07_2007	97429.814	59935.714	-59935.714	618138.4301	-497742.857	2985400
S1CN0423	27_07_2007	97429.814	59935.714	-59935.714	618138.4301	420157.143	2067500
S1CN0423	28_07_2007	-11939.91753	59935.714	-59935.714	750033.24462	604157.143	1883500
S1CN0423	29_07_2007	-504108.7947	59935.714	-59935.714	709646.0077	937057.143	1550600
S1CN0423	30_07_2007	-62792.85707	59935.714	-59935.714	700767.39552	607357.143	1880300
S1CN0423	31_07_2007	-62792.85707	59935.714	-59935.714	700767.39552	-361842.857	2849500
S1CN0423	01_08_2007	756079.67035	112771.429	-112771.429	408088.65254	-1164064.286	3609300
S1CN0423	02_08_2007	756079.67035	112771.429	-112771.429	408088.65254	-1036064.286	3481300
S1CN0423	03_08_2007	756079.67035	112771.429	-112771.429	408088.65254	-426664.286	2871900
S1CN0423	04_08_2007	491034.44424	112771.429	-112771.429	566718.45171	-791164.286	3236400
S1CN0423	05_08_2007	-92691.66619	112771.429	-112771.429	536202.21458	17835.714	2427400
S1CN0423	06_08_2007	430721.42991	112771.429	-112771.429	529493.61414	501235.714	1944000
S1CN0423	07_08_2007	506810.95437	112771.429	-112771.429	608298.83705	-832764.286	3278000
S1CN0423	08_08_2007	506810.95437	112771.429	-112771.429	608298.83705	-1070764.286	3516000
S1CN0423	09_08_2007	506810.95437	112771.429	-112771.429	608298.83705	-515764.286	2961000
S1CN0423	10_08_2007	-192118.7795	112771.429	-112771.429	644473.67531	36235.714	2409000
S1CN0423	11_08_2007	-144867.6323	112771.429	-112771.429	689781.92316	-515064.286	2960300
S1CN0423	12_08_2007	-724155.591	112771.429	-112771.429	832197.97788	2258435.714	186800
S1CN0423	13_08_2007	-341235.7146	112771.429	-112771.429	821786.07809	294735.714	2150500
S1CN0423	14_08_2007	-341235.7146	112771.429	-112771.429	821786.07809	319535.714	2125700
S1CN0423	15_08_2007	-341235.7146	112771.429	-112771.429	821786.07809	1038235.714	1407000
S1CN0423	16_08_2007	-341235.7146	112771.429	-112771.429	821786.07809	583835.714	1861400
S1CN0423	17_08_2007	-341235.7146	112771.429	-112771.429	821786.07809	-871864.286	3317100
S1CN0423	18_08_2007	-297111.767	112771.429	-112771.429	879559.86889	493535.714	1951700
S1CN0423	19_08_2007	-724155.591	112771.429	-112771.429	832197.97788	-98264.286	2543500
S1CN0423	20_08_2007	-341235.7146	112771.429	-112771.429	821786.07809	214235.714	2231000
S1CN0423	21_08_2007	139851.243	112771.429	-112771.429	618138.4301	-603964.286	3049200
S1CN0423	22_08_2007	139851.243	112771.429	-112771.429	618138.4301	-74764.286	2520000
S1CN0423	23_08_2007	139851.243	112771.429	-112771.429	618138.4301	-226764.286	2672000
S1CN0423	24_08_2007	139851.243	112771.429	-112771.429	618138.4301	-3764.286	2449000
S1CN0423	25_08_2007	194064.28555	112771.429	-112771.429	661595.23875	627035.714	1818200
S1CN0423	26_08_2007	-330624.6022	112771.429	-112771.429	625970.14634	-54564.286	2499800
S1CN0423	27_08_2007	139851.243	112771.429	-112771.429	618138.4301	-697564.286	3142800
S1CN0423	28_08_2007	-20371.42807	112771.429	-112771.429	700767.39552	480435.714	1964800
S1CN0423	29_08_2007	-20371.42807	112771.429	-112771.429	700767.39552	-127664.286	2572900
S1CN0423	30_08_2007	-20371.42807	112771.429	-112771.429	700767.39552	250235.714	2195000
S1CN0423	31_08_2007	-20371.42807	112771.429	-112771.429	700767.39552	1481235.714	964000
S1CN0423	01_09_2007	709230.20641	36692.857	-36692.857	436778.39198	-1599878.571	4159100
S1CN0423	02_09_2007	59466.915582	36692.857	-36692.857	413259.07132	-198278.571	2757500
S1CN0423	03_09_2007	642093.95535	36692.857	-36692.857	408088.65254	690121.429	1869100
S1CN0423	04_09_2007	316735.71491	36692.857	-36692.857	529493.61414	110621.429	2448600
S1CN0423	05_09_2007	316735.71491	36692.857	-36692.857	529493.61414	621421.429	1937800
S1CN0423	06_09_2007	316735.71491	36692.857	-36692.857	529493.61414	-1136378.571	3695600
S1CN0423	07_09_2007	392825.23937	36692.857	-36692.857	608298.83705	-624778.571	3184000
S1CN0423	08_09_2007	454733.96222	36692.857	-36692.857	651063.89563	-294778.571	2854000
S1CN0423	09_09_2007	-144435.8563	36692.857	-36692.857	616005.88719	-337778.571	2897000
S1CN0423	10_09_2007	209078.57169	36692.857	-36692.857	484765.9951	46921.429	2512300
S1CN0423	11_09_2007	209078.57169	36692.857	-36692.857	484765.9951	-318378.571	2877600
S1CN0423	12_09_2007	25865.528	36692.857	-36692.857	618138.4301	1006221.429	1553000
S1CN0423	13_09_2007	25865.528	36692.857	-36692.857	618138.4301	1839221.429	720000
S1CN0423	14_09_2007	25865.528	36692.857	-36692.857	618138.4301	-866778.571	3426000
S1CN0423	15_09_2007	80078.570545	36692.857	-36692.857	661595.23875	97221.429	2462000
S1CN0423	16_09_2007	-444610.3172	36692.857	-36692.857	625970.14634	-200778.571	2760000
S1CN0423	17_09_2007	25865.528	36692.857	-36692.857	618138.4301	217221.429	2342000
S1CN0423	18_09_2007	25865.528	36692.857	-36692.857	618138.4301	-155778.571	2715000
S1CN0423	19_09_2007	25865.528	36692.857	-36692.857	618138.4301	-545078.571	3104300
S1CN0423	20_09_2007	25865.528	36692.857	-36692.857	618138.4301	-485178.571	3044400
S1CN0423	21_09_2007	25865.528	36692.857	-36692.857	618138.4301	-337178.571	2896400
S1CN0423	22_09_2007	80078.570545	36692.857	-36692.857	661595.23875	-310278.571	2869500
S1CN0423	23_09_2007	-444610.3172	36692.857	-36692.857	625970.14634	308321.429	2250900
S1CN0423	24_09_2007	25865.528	36692.857	-36692.857	618138.4301	248721.429	2310500
S1CN0423	25_09_2007	25865.528	36692.857	-36692.857	618138.4301	156521.429	2402700
S1CN0423	26_09_2007	25865.528	36692.857	-36692.857	618138.4301	-122178.571	2681400
S1CN0423	27_09_2007	25865.528	36692.857	-36692.857	618138.4301	1350721.429	1208500
S1CN0423	28_09_2007	-134357.1431	36692.857	-36692.857	700767.39552	130321.429	2428900
S1CN0423	29_09_2007	-83504.20353	36692.857	-36692.857	750033.24462	-501878.571	3061100
S1CN0423	30_09_2007	-575673.0807	36692.857	-36692.857	709646.0077	584721.429	1974500
S1CN0423	01_10_2007	543286.81335	-104921.428	104921.428	408088.65254	21328.571	2636700
S1CN0423	02_10_2007	543286.81335	-104921.428	104921.428	408088.65254	730328.571	1927700
S1CN0423	03_10_2007	543286.81335	-104921.428	104921.428	408088.65254	1062928.571	1595100
S1CN0423	04_10_2007	217928.57291	-104921.428	104921.428	529493.61414	-1597071.429	4255100
S1CN0423	05_10_2007	217928.57291	-104921.428	104921.428	529493.61414	-1015971.429	3674000
S1CN0423	06_10_2007	278241.58724	-104921.428	104921.428	566718.45171	-960971.429	3619000
S1CN0423	07_10_2007	-243242.9983	-104921.428	104921.428	616005.88719	-230971.429	2889000
S1CN0423	08_10_2007	294018.09737	-104921.428	104921.428	608298.83705	1193628.571	1464400
S1CN0423	09_10_2007	294018.09737	-104921.428	104921.428	608298.83705	-855171.429	3513200
S1CN0423	10_10_2007	110271.42969	-104921.428	104921.428	484765.9951	-751771.429	3409800
S1CN0423	11_10_2007	110271.42969	-104921.428	104921.428	484765.9951	310728.571	2347300
S1CN0423	12_10_2007	-72941.614	-104921.428	104921.428	618138.4301	465528.571	2192500
S1CN0423	13_10_2007	-18728.57145	-104921.428	104921.428	661595.23875	-436571.429	3094600
S1CN0423	14_10_2007	-543417.4592	-104921.428	104921.428	625970.14634	139128.571	2518900
S1CN0423	15_10_2007	-72941.614	-104921.428	104921.428	618138.4301	293028.571	2365000
S1CN0423	16_10_2007	-72941.614	-104921.428	104921.428	618138.4301	-1069771.429	3727800
S1CN0423	17_10_2007	-72941.614	-104921.428	104921.428	618138.4301	-602371.429	3260400
S1CN0423	18_10_2007	-72941.614	-104921.428	104921.428	618138.4301	-93771.429	2751800
S1CN0423	19_10_2007	-72941.614	-104921.428	104921.428	618138.4301	-166871.429	2824900
S1CN0423	20_10_2007	-18728.57145	-104921.428	104921.428	661595.23875	-57071.429	2715100
S1CN0423	21_10_2007	-543417.4592	-104921.428	104921.428	625970.14634	829928.571	1828100
S1CN0423	22_10_2007	-72941.614	-104921.428	104921.428	618138.4301	331828.571	2326200
S1CN0423	23_10_2007	-72941.614	-104921.428	104921.428	618138.4301	829128.571	1828900
S1CN0423	24_10_2007	-72941.614	-104921.428	104921.428	618138.4301	542828.571	2115200
S1CN0423	25_10_2007	-72941.614	-104921.428	104921.428	618138.4301	-266371.429	2924400
S1CN0423	26_10_2007	-72941.614	-104921.428	104921.428	618138.4301	165228.571	2492800
S1CN0423	27_10_2007	-18728.57145	-104921.428	104921.428	661595.23875	-659171.429	3317200
S1CN0423	28_10_2007	-674480.2227	-104921.428	104921.428	709646.0077	-402571.429	3060600
S1CN0423	29_10_2007	-233164.2851	-104921.428	104921.428	700767.39552	67928.571	2590100
S1CN0423	30_10_2007	-233164.2851	-104921.428	104921.428	700767.39552	-431771.429	3089800
S1CN0423	31_10_2007	-233164.2851	-104921.428	104921.428	700767.39552	-1210771.429	3868800
S1CN0423	01_11_2007	543286.81335	-104921.428	104921.428	408088.65254	-1332071.429	3990100
S1CN0423	02_11_2007	543286.81335	-104921.428	104921.428	408088.65254	-607671.429	3265700
S1CN0423	03_11_2007	610423.06441	-104921.428	104921.428	436778.39198	-260571.429	2918600
S1CN0423	04_11_2007	93540.473401	-104921.428	104921.428	774271.11999	-668671.429	3326700
S1CN0423	05_11_2007	705731.88989	-104921.428	104921.428	764583.96204	776528.571	1881500
S1CN0423	06_11_2007	1492843.5157	-104921.428	104921.428	1033262.0524	-407571.429	3065600
S1CN0423	07_11_2007	1602663.6095	-104921.428	104921.428	1187043.7869	-1501571.429	4159600
S1CN0423	08_11_2007	1602663.6095	-104921.428	104921.428	1187043.7869	-1321071.429	3979100
S1CN0423	09_11_2007	1602663.6095	-104921.428	104921.428	1187043.7869	79328.571	2578700
S1CN0423	10_11_2007	1421253.1027	-104921.428	104921.428	1012484.835	499228.571	2158800
S1CN0423	11_11_2007	610298.01445	-104921.428	104921.428	957965.29846	1008128.571	1649900
S1CN0423	12_11_2007	1073030.2572	-104921.428	104921.428	1206244.9214	-58171.429	2716200
S1CN0423	13_11_2007	1073030.2572	-104921.428	104921.428	1206244.9214	-1227071.429	3885100
S1CN0423	14_11_2007	1073030.2572	-104921.428	104921.428	1206244.9214	-1199871.429	3857900
S1CN0423	15_11_2007	531962.33843	-104921.428	104921.428	835354.9312	-1193171.429	3851200
S1CN0423	16_11_2007	531962.33843	-104921.428	104921.428	835354.9312	-529771.429	3187800
S1CN0423	17_11_2007	-18728.57145	-104921.428	104921.428	661595.23875	32928.571	2625100
S1CN0423	18_11_2007	-543417.4592	-104921.428	104921.428	625970.14634	402928.571	2255100
S1CN0423	19_11_2007	-72941.614	-104921.428	104921.428	618138.4301	255428.571	2402600
S1CN0423	20_11_2007	-72941.614	-104921.428	104921.428	618138.4301	-477771.429	3135800
S1CN0423	21_11_2007	-72941.614	-104921.428	104921.428	618138.4301	105328.571	2552700
S1CN0423	22_11_2007	-72941.614	-104921.428	104921.428	618138.4301	-306971.429	2965000
S1CN0423	23_11_2007	-72941.614	-104921.428	104921.428	618138.4301	-426571.429	3084600
S1CN0423	24_11_2007	-18728.57145	-104921.428	104921.428	661595.23875	299328.571	2358700
S1CN0423	25_11_2007	-543417.4592	-104921.428	104921.428	625970.14634	433328.571	2224700
S1CN0423	26_11_2007	-72941.614	-104921.428	104921.428	618138.4301	-440971.429	3099000
S1CN0423	27_11_2007	-72941.614	-104921.428	104921.428	618138.4301	151828.571	2506200
S1CN0423	28_11_2007	-233164.2851	-104921.428	104921.428	700767.39552	258028.571	2400000
S1CN0423	29_11_2007	-233164.2851	-104921.428	104921.428	700767.39552	265928.571	2392100
S1CN0423	30_11_2007	-233164.2851	-104921.428	104921.428	700767.39552	-196571.429	2854600
S1CN0423	01_12_2007	610423.06441	-104921.428	104921.428	436778.39198	-978971.429	3637000
S1CN0423	02_12_2007	-39340.22642	-104921.428	104921.428	413259.07132	60928.571	2597100
S1CN0423	03_12_2007	543286.81335	-104921.428	104921.428	408088.65254	-302371.429	2960400
S1CN0423	04_12_2007	217928.57291	-104921.428	104921.428	529493.61414	-516371.429	3174400
S1CN0423	05_12_2007	217928.57291	-104921.428	104921.428	529493.61414	-344171.429	3002200
S1CN0423	06_12_2007	217928.57291	-104921.428	104921.428	529493.61414	-618271.429	3276300
S1CN0423	07_12_2007	294018.09737	-104921.428	104921.428	608298.83705	-217971.429	2876000
S1CN0423	08_12_2007	355926.82022	-104921.428	104921.428	651063.89563	-548371.429	3206400
S1CN0423	09_12_2007	-243242.9983	-104921.428	104921.428	616005.88719	259828.571	2398200
S1CN0423	10_12_2007	110271.42969	-104921.428	104921.428	484765.9951	-11971.429	2670000
S1CN0423	11_12_2007	110271.42969	-104921.428	104921.428	484765.9951	-1026071.429	3684100
S1CN0423	12_12_2007	-72941.614	-104921.428	104921.428	618138.4301	841528.571	1816500
S1CN0423	13_12_2007	-72941.614	-104921.428	104921.428	618138.4301	-217171.429	2875200
S1CN0423	14_12_2007	-72941.614	-104921.428	104921.428	618138.4301	-220571.429	2878600
S1CN0423	15_12_2007	-18728.57145	-104921.428	104921.428	661595.23875	341628.571	2316400
S1CN0423	16_12_2007	-543417.4592	-104921.428	104921.428	625970.14634	351628.571	2306400
S1CN0423	17_12_2007	-72941.614	-104921.428	104921.428	618138.4301	376428.571	2281600
S1CN0423	18_12_2007	-72941.614	-104921.428	104921.428	618138.4301	-280071.429	2938100
S1CN0423	19_12_2007	-72941.614	-104921.428	104921.428	618138.4301	-326771.429	2984800
S1CN0423	20_12_2007	-72941.614	-104921.428	104921.428	618138.4301	-395571.429	3053600
S1CN0423	21_12_2007	-72941.614	-104921.428	104921.428	618138.4301	736228.571	1921800
S1CN0423	22_12_2007	-18728.57145	-104921.428	104921.428	661595.23875	-304571.429	2962600
S1CN0423	23_12_2007	-543417.4592	-104921.428	104921.428	625970.14634	822228.571	1835800
S1CN0423	24_12_2007	-72941.614	-104921.428	104921.428	618138.4301	-423971.429	3082000
S1CN0423	25_12_2007	-72941.614	-104921.428	104921.428	618138.4301	154028.571	2504000
S1CN0423	26_12_2007	-72941.614	-104921.428	104921.428	618138.4301	539028.571	2119000
S1CN0423	27_12_2007	-72941.614	-104921.428	104921.428	618138.4301	1186328.571	1471700
S1CN0423	28_12_2007	-233164.2851	-104921.428	104921.428	700767.39552	1327428.571	1330600
S1CN0423	29_12_2007	-182311.3455	-104921.428	104921.428	750033.24462	1429028.571	1229000
S1CN0423	30_12_2007	-674480.2227	-104921.428	104921.428	709646.0077	115928.571	2542100
S1CN0423	01_01_2008	526908.24135	-143214.286	143214.286	408088.65254	-387992.857	3062400
S1CN0423	02_01_2008	526908.24135	-143214.286	143214.286	408088.65254	-206792.857	2881200
S1CN0423	03_01_2008	526908.24135	-143214.286	143214.286	408088.65254	-278892.857	2953300
S1CN0423	04_01_2008	201550.00091	-143214.286	143214.286	529493.61414	-818892.857	3493300
S1CN0423	05_01_2008	261863.01524	-143214.286	143214.286	566718.45171	-302992.857	2977400
S1CN0423	06_01_2008	-321863.0952	-143214.286	143214.286	536202.21458	-108392.857	2782800
S1CN0423	07_01_2008	277639.52537	-143214.286	143214.286	608298.83705	9107.143	2665300
S1CN0423	08_01_2008	277639.52537	-143214.286	143214.286	608298.83705	-784192.857	3458600
S1CN0423	09_01_2008	277639.52537	-143214.286	143214.286	608298.83705	-831292.857	3505700
S1CN0423	10_01_2008	93892.857689	-143214.286	143214.286	484765.9951	-684992.857	3359400
S1CN0423	11_01_2008	93892.857689	-143214.286	143214.286	484765.9951	-365092.857	3039500
S1CN0423	12_01_2008	-35107.14345	-143214.286	143214.286	661595.23875	114307.143	2560100
S1CN0423	13_01_2008	-559796.0312	-143214.286	143214.286	625970.14634	886407.143	1788000
S1CN0423	14_01_2008	-89320.186	-143214.286	143214.286	618138.4301	767707.143	1906700
S1CN0423	15_01_2008	-89320.186	-143214.286	143214.286	618138.4301	-226092.857	2900500
S1CN0423	16_01_2008	-89320.186	-143214.286	143214.286	618138.4301	-851992.857	3526400
S1CN0423	17_01_2008	-89320.186	-143214.286	143214.286	618138.4301	-736392.857	3410800
S1CN0423	18_01_2008	-89320.186	-143214.286	143214.286	618138.4301	-107292.857	2781700
S1CN0423	19_01_2008	-35107.14345	-143214.286	143214.286	661595.23875	-100292.857	2774700
S1CN0423	20_01_2008	-559796.0312	-143214.286	143214.286	625970.14634	870507.143	1803900
S1CN0423	21_01_2008	-89320.186	-143214.286	143214.286	618138.4301	-416092.857	3090500
S1CN0423	22_01_2008	-89320.186	-143214.286	143214.286	618138.4301	-758092.857	3432500
S1CN0423	23_01_2008	-89320.186	-143214.286	143214.286	618138.4301	-272592.857	2947000
S1CN0423	24_01_2008	-89320.186	-143214.286	143214.286	618138.4301	478407.143	2196000
S1CN0423	25_01_2008	-89320.186	-143214.286	143214.286	618138.4301	356007.143	2318400
S1CN0423	26_01_2008	-35107.14345	-143214.286	143214.286	661595.23875	1414407.143	1260000
S1CN0423	27_01_2008	-559796.0312	-143214.286	143214.286	625970.14634	1668207.143	1006200
S1CN0423	28_01_2008	-249542.8571	-143214.286	143214.286	700767.39552	115007.143	2559400
S1CN0423	29_01_2008	-249542.8571	-143214.286	143214.286	700767.39552	-840492.857	3514900
S1CN0423	30_01_2008	-249542.8571	-143214.286	143214.286	700767.39552	-603792.857	3278200
S1CN0423	31_01_2008	-249542.8571	-143214.286	143214.286	700767.39552	-1055892.857	3730300
S1CN0423	02_02_2008	594044.49241	-143214.286	143214.286	436778.39198	-1006492.857	3680900
S1CN0423	03_02_2008	-55718.79842	-143214.286	143214.286	413259.07132	-222092.857	2896500
S1CN0423	04_02_2008	201550.00091	-143214.286	143214.286	529493.61414	-1092092.857	3766500
S1CN0423	05_02_2008	201550.00091	-143214.286	143214.286	529493.61414	-3092.857	2677500
S1CN0423	06_02_2008	201550.00091	-143214.286	143214.286	529493.61414	-785592.857	3460000
S1CN0423	07_02_2008	277639.52537	-143214.286	143214.286	608298.83705	-1176192.857	3850600
S1CN0423	08_02_2008	277639.52537	-143214.286	143214.286	608298.83705	-664292.857	3338700
S1CN0423	09_02_2008	339548.24822	-143214.286	143214.286	651063.89563	-245592.857	2920000
S1CN0423	10_02_2008	-409927.0539	-143214.286	143214.286	490907.90366	-204292.857	2878700
S1CN0423	11_02_2008	93892.857689	-143214.286	143214.286	484765.9951	631407.143	2043000
S1CN0423	12_02_2008	-89320.186	-143214.286	143214.286	618138.4301	-821392.857	3495800
S1CN0423	13_02_2008	-89320.186	-143214.286	143214.286	618138.4301	-549992.857	3224400
