param: A: K:=
ATM3	DATE76	     -152.    -1351.     1351.      266.     1585.     1595.
ATM3	DATE77	     3002.     2222.    -2222.     2540.    -1185.     1593.
ATM3	DATE78	     4430.     1709.    -1709.      938.      214.      590.
ATM3	DATE79	     4228.     -343.      343.     1570.     3169.        9.
ATM3	DATE80	     5037.      -92.       92.      176.    -1754.     2503.
ATM3	DATE81	     3393.     2781.    -2781.     1203.      315.      752.
ATM3	DATE82	     -163.    -2377.     2377.      492.    -2300.     5059.
ATM3	DATE83	      121.    -2461.     2461.     2120.     1477.     1530.
ATM3	DATE84	    -2507.      673.     -673.      441.    -1077.     3985.
ATM3	DATE85	       18.     -546.      546.      409.      399.     1482.
ATM3	DATE86	     5286.     -348.      348.     1556.     -171.     1152.
ATM3	DATE87	     3383.     -115.      115.      544.      578.      839.
ATM3	DATE88	    -1436.     -816.      816.      210.     1524.      138.
ATM3	DATE89	     3435.    -1932.     1932.     2680.      255.     1916.
ATM3	DATE90	    -2290.    -1838.     1838.      541.      456.     2785.
ATM3	DATE91	     2635.     1199.    -1199.       36.     -510.      971.
ATM3	DATE92	     -379.     -791.      791.      273.     -489.     2779.
ATM3	DATE93	     3893.    -1837.     1837.     1903.     2770.      528.
ATM3	DATE94	     4167.     -191.      191.      745.     1957.      343.
ATM3	DATE95	     2983.      144.     -144.       20.     -468.      728.
ATM3	DATE96	     -666.      218.     -218.     2852.      109.     1319.
ATM3	DATE97	    -1211.      258.     -258.      500.    -1546.     2967.
ATM3	DATE98	     1236.    -1253.     1253.     2080.     2488.     1449.
ATM3	DATE99	     1191.       74.      -74.     1057.      -67.     1417.
ATM4	DATE0	     2350.      308.     -308.      395.      104.      162.
ATM4	DATE1	     6005.     2346.    -2346.      383.    -1326.     1753.
ATM4	DATE2	    -2817.    -1421.     1421.     1137.     3165.       98.
ATM4	DATE3	     -629.     -348.      348.      825.     1059.     1739.
ATM4	DATE4	     2003.     -374.      374.      536.     -211.      742.
ATM4	DATE5	     1181.      291.     -291.      383.    -1386.     1884.
ATM4	DATE6	     8290.     2500.    -2500.     1412.      139.      102.
ATM4	DATE7	      -26.    -1278.     1278.      271.    -3173.     4964.
ATM4	DATE8	    -1976.    -1292.     1292.      190.      635.     2562.
ATM4	DATE9	     7538.     -339.      339.      668.      660.       53.
ATM4	DATE10	     -120.      592.     -592.     1351.     1083.      651.
ATM4	DATE11	     -326.      995.     -995.     1058.     -342.     1589.
ATM4	DATE12	      863.       97.      -97.     1226.    -1670.     2449.
ATM4	DATE13	    -1418.      491.     -491.     1222.     1907.      242.
ATM4	DATE14	     -165.      379.     -379.       18.     -265.     1110.
ATM4	DATE15	     5185.     -838.      838.     2369.     -297.     2184.
ATM4	DATE16	    -1360.     1015.    -1015.      319.      857.      572.
ATM4	DATE17	      712.     -707.      707.      455.      822.      785.
ATM4	DATE18	     -443.      222.     -222.     1684.     -383.     2084.
ATM4	DATE19	     2265.      400.     -400.     2209.     -717.     1738.
ATM4	DATE20	     3898.      833.     -833.     1251.     -232.     1756.
ATM4	DATE21	     4376.     -826.      826.     1070.    -1556.     2440.
ATM4	DATE22	     3004.      661.     -661.       31.    -1159.     2985.
ATM4	DATE23	     3315.     -573.      573.      348.    -1086.     2363.
ATM4	DATE24	     -328.    -1540.     1540.      652.     1759.     1492.
ATM4	DATE25	       10.      807.     -807.      946.    -1579.     2422.
ATM4	DATE26	    -1304.      942.     -942.      133.    -1080.     3060.
ATM4	DATE27	    -2427.      631.     -631.      661.      623.     1914.
ATM4	DATE28	     -590.    -1175.     1175.      166.     -268.     2732.
ATM4	DATE29	     1895.     1894.    -1894.     1073.     -982.     2176.
ATM4	DATE30	     3646.       51.      -51.      519.      199.     1505.
ATM4	DATE31	    -1593.    -1453.     1453.      456.     1843.      929.
ATM4	DATE32	     1544.      -69.       69.      897.     -908.     2502.
ATM4	DATE33	       53.     1285.    -1285.     1043.      397.      982.
ATM4	DATE34	      538.     1618.    -1618.       70.     1033.      748.
ATM4	DATE35	     4146.      273.     -273.      360.    -2533.     3755.
ATM4	DATE36	     5116.      572.     -572.      316.     -460.     1255.
ATM4	DATE37	      546.    -1114.     1114.      348.     1720.       28.
ATM4	DATE38	    -3379.    -3697.     3697.      139.     -872.     4792.
ATM4	DATE39	      927.    -1138.     1138.      784.     2518.      243.
ATM4	DATE40	    -1518.     2645.    -2645.      319.     1409.      315.
ATM4	DATE41	      996.      837.     -837.     3090.     -888.     1136.
ATM4	DATE42	     1815.    -1009.     1009.     1615.      236.     1345.
ATM4	DATE43	    -1723.     -664.      664.     1023.     -576.     2613.
ATM4	DATE44	     -622.     -914.      914.     3219.      165.     1541.
ATM4	DATE45	     1465.      304.     -304.      104.     -404.      817.
ATM4	DATE46	     7217.      -57.       57.      665.     1456.      931.
ATM4	DATE47	     2835.      109.     -109.      464.    -1019.     2407.
ATM4	DATE48	     5267.     -648.      648.      457.     -866.     3171.
ATM4	DATE49	      166.      793.     -793.      594.      665.       80.
ATM4	DATE50	      974.      475.     -475.      603.     -313.      711.
ATM4	DATE51	     1755.    -1166.     1166.     1402.     2246.      790.
ATM4	DATE52	     2785.      181.     -181.      102.    -2506.     2699.
ATM4	DATE53	     -259.    -2812.     2812.      920.     -383.     3229.
ATM4	DATE54	      746.      584.     -584.       73.      -36.     1006.
ATM4	DATE55	    -1249.     -893.      893.       14.      934.      385.
ATM4	DATE56	     -705.    -1284.     1284.      420.       69.     2155.
ATM4	DATE57	     -284.    -1956.     1956.       41.     1967.      138.
ATM4	DATE58	     1384.     2943.    -2943.     1390.     -192.     1101.
ATM4	DATE59	     5268.     2468.    -2468.       63.       99.     2146.
ATM4	DATE60	      565.      186.     -186.      580.     -118.     1717.
ATM4	DATE61	    -1198.    -1737.     1737.     1928.     2408.      399.
ATM4	DATE62	     -782.    -2631.     2631.      732.      713.     2297.
ATM4	DATE63	     4339.    -1928.     1928.     1837.     1987.      243.
ATM4	DATE64	     2422.     1885.    -1885.     1724.    -1064.     2094.
ATM4	DATE65	     3570.    -1552.     1552.     2385.     -347.     3160.
ATM4	DATE66	     -898.    -2223.     2223.      587.     2477.      727.
ATM4	DATE67	     5061.    -1178.     1178.      303.      912.     2039.
ATM4	DATE68	     2621.      179.     -179.      218.      187.     1494.
ATM4	DATE69	     2849.     -977.      977.      800.    -1095.     2954.
ATM4	DATE70	     -205.    -2339.     2339.     1354.      809.     2297.
ATM4	DATE71	     1839.      996.     -996.      121.    -1637.     2017.
ATM4	DATE72	     7604.      248.     -248.      218.    -2308.     3078.
ATM4	DATE73	     1775.     1568.    -1568.     2091.    -1452.     2064.
ATM4	DATE74	      702.     -944.      944.      161.    -1726.     2774.
ATM4	DATE75	     -351.       50.      -50.     3726.    -1950.     2831.
ATM4	DATE76	     9420.     -298.      298.      797.     -573.     1547.
ATM4	DATE77	      243.      379.     -379.     1610.    -3162.     3377.
ATM4	DATE78	    -2205.     1266.    -1266.       95.     1682.     1073.
ATM4	DATE79	     3266.     1046.    -1046.      426.     -339.      557.
ATM4	DATE80	    11481.      828.     -828.      791.     -760.     1853.
ATM4	DATE81	     2687.     -125.      125.     2951.      121.      440.
ATM4	DATE82	    -1949.     -260.      260.      637.      869.     1409.
ATM4	DATE83	     4634.    -1033.     1033.     1994.       94.     2223.
ATM4	DATE84	     -157.    -1052.     1052.      526.     -775.     3106.
ATM4	DATE85	     1713.       65.      -65.     2097.     1225.     2177.
ATM4	DATE86	    -2421.    -1466.     1466.     4206.     1887.      972.
ATM4	DATE87	     2305.     1138.    -1138.     3323.    -1272.     2671.
ATM4	DATE88	     3456.     -774.      774.      692.     1321.     1720.
ATM4	DATE89	     -128.     1734.    -1734.      248.    -2555.     2738.
ATM4	DATE90	     -202.     -537.      537.       22.     -554.     1388.
ATM4	DATE91	      480.    -1209.     1209.     1534.    -1085.     3627.
ATM4	DATE92	     2108.      451.     -451.      157.    -1039.     1738.
ATM4	DATE93	    -1683.    -1738.     1738.      414.      181.     1984.
ATM4	DATE94	    -1351.    -1428.     1428.      732.     1458.      369.
ATM4	DATE95	     1668.     2495.    -2495.      318.    -1647.     2382.
ATM4	DATE96	     -140.    -1191.     1191.      686.     2697.      565.
ATM4	DATE97	     -107.      166.     -166.     2364.      856.       44.
ATM4	DATE98	     7580.     1677.    -1677.     1398.     -734.     1350.
ATM4	DATE99	     -107.    -1371.     1371.      113.     -551.     2343.
ATM5	DATE0	    -1900.      126.     -126.     1745.      648.     1390.
ATM5	DATE1	     6927.    -1277.     1277.      493.     -850.     2751.
ATM5	DATE2	      956.    -1297.     1297.      697.    -1123.     2809.
ATM5	DATE3	     2916.     -696.      696.     1108.      829.     1046.
ATM5	DATE4	     -817.     -167.      167.      335.      810.     1387.
ATM5	DATE5	     1112.     -855.      855.      264.     1359.      101.
ATM5	DATE6	     -390.     1044.    -1044.      993.    -1375.     2025.
ATM5	DATE7	     5975.      -75.       75.     2575.     -630.     3149.
ATM5	DATE8	      978.    -1080.     1080.      757.      485.     3061.
ATM5	DATE9	     1774.    -2754.     2754.     1914.     3154.      898.
ATM5	DATE10	      263.    -3255.     3255.     1003.      329.     3097.
ATM5	DATE11	     1103.     1351.    -1351.     1197.    -3987.     4125.
ATM5	DATE12	      664.      -82.       82.      688.    -2551.     3317.
ATM5	DATE13	     -827.     1457.    -1457.     1008.    -1135.     2250.
ATM5	DATE14	    -1486.     -525.      525.      473.      793.     1626.
ATM5	DATE15	     1080.      594.     -594.      373.     -804.     1133.
ATM5	DATE16	      700.       14.      -14.      604.     -907.     2394.
ATM5	DATE17	    10334.    -1150.     1150.     2078.      829.     1277.
ATM5	DATE18	    -2524.    -1018.     1018.     1003.      903.     1646.
ATM5	DATE19	     3814.     1519.    -1519.      561.     -183.     1404.
ATM5	DATE20	      709.     -637.      637.     2685.    -1928.     3285.
ATM5	DATE21	       36.     -490.      490.      515.     -300.     2870.
ATM5	DATE22	     1768.     -202.      202.      235.    -3651.     4501.
ATM5	DATE23	      339.      831.     -831.        3.    -1185.     2300.
ATM5	DATE24	     7905.     -390.      390.      400.    -1741.     3376.
ATM5	DATE25	     -240.     -641.      641.     2022.    -2251.     3290.
ATM5	DATE26	     5543.     1224.    -1224.     1446.      718.      533.
ATM5	DATE27	      313.      794.     -794.      100.     -575.     2484.
ATM5	DATE28	     5930.      620.     -620.     1378.    -1888.     2680.
ATM5	DATE29	     1521.     1463.    -1463.     2146.    -2305.     3321.
ATM5	DATE30	       78.     -646.      646.     1364.    -1116.     2043.
ATM5	DATE31	     1485.     -649.      649.     1343.     -814.     2218.
ATM5	DATE32	      151.     1268.    -1268.      781.     -652.     2143.
ATM5	DATE33	      158.     -279.      279.     1346.     1931.      422.
ATM5	DATE34	      146.     1356.    -1356.       21.    -1801.     2191.
ATM5	DATE35	     3398.    -1755.     1755.     1971.       70.     1984.
ATM5	DATE36	      269.      759.     -759.       61.     2786.      609.
ATM5	DATE37	      502.    -1153.     1153.      140.    -1532.     3581.
ATM5	DATE38	    -1296.     1003.    -1003.     1772.     -438.     1847.
ATM5	DATE39	     3746.     1777.    -1777.     2537.      102.      232.
ATM5	DATE40	     -896.     -133.      133.      774.      485.     2676.
ATM5	DATE41	     2293.     1492.    -1492.     1278.    -2308.     3437.
ATM5	DATE42	     1759.       46.      -46.      169.     -817.      928.
ATM5	DATE43	     2937.      993.     -993.       47.     -126.      728.
ATM5	DATE44	    -3100.    -2098.     2098.     1813.     -932.     4885.
ATM5	DATE45	    -1561.      -51.       51.      458.     3076.      635.
ATM5	DATE46	     1801.     1339.    -1339.     2091.      502.     1457.
ATM5	DATE47	     5818.     -992.      992.     2555.      729.     1730.
ATM5	DATE48	     1180.     2283.    -2283.      541.    -1323.     2664.
ATM5	DATE49	    -3821.    -1683.     1683.     1360.     2504.     1432.
ATM5	DATE50	     -786.       57.      -57.      122.      669.     1073.
ATM5	DATE51	     1320.      597.     -597.      538.       20.       43.
ATM5	DATE52	     2016.    -2678.     2678.     4450.     2162.     1427.
ATM5	DATE53	    -1065.      -60.       60.      425.    -1221.     3303.
ATM5	DATE54	     6221.      471.     -471.     2540.      191.      975.
ATM5	DATE55	    -1568.     -528.      528.      284.     -225.     3654.
ATM5	DATE56	       36.      644.     -644.     1065.      504.     1229.
ATM5	DATE57	     -430.      370.     -370.     1397.     -275.     1778.
ATM5	DATE58	    -1110.     -234.      234.      564.     1938.     1054.
ATM5	DATE59	     4663.    -1615.     1615.     1178.     1526.     1213.
ATM5	DATE60	     -788.      780.     -780.        7.     -974.     1941.
ATM5	DATE61	     5868.     1497.    -1497.        5.    -2475.     2690.
ATM5	DATE62	     1376.      747.     -747.      304.      240.      268.
ATM5	DATE63	     -556.      282.     -282.       25.    -2728.     4490.
ATM5	DATE64	    -1825.      475.     -475.     1059.    -1604.     3816.
ATM5	DATE65	     1781.      636.     -636.     1157.      719.     1385.
ATM5	DATE66	      863.     -235.      235.     1017.     -913.     1210.
ATM5	DATE67	     6820.      233.     -233.       12.      501.     1110.
ATM5	DATE68	     -105.    -2003.     2003.     1219.      769.     2630.
ATM5	DATE69	     -871.      478.     -478.     1029.      -37.     2230.
ATM5	DATE70	     2236.    -1946.     1946.      848.     1314.     1950.
ATM5	DATE71	      364.     1353.    -1353.     1431.    -1326.     1332.
ATM5	DATE72	     -622.      202.     -202.     1092.    -3023.     4363.
ATM5	DATE73	     1880.     1436.    -1436.      475.      -20.      614.
ATM5	DATE74	     3342.     3706.    -3706.     2773.     -702.     1021.
ATM5	DATE75	       97.     -471.      471.     1460.     -836.     3001.
ATM5	DATE76	      316.     -254.      254.      685.    -1919.     2454.
ATM5	DATE77	     -471.     1635.    -1635.      413.      734.      455.
ATM5	DATE78	     4719.     1120.    -1120.      357.    -1000.     3058.
ATM5	DATE79	    -2960.    -2356.     2356.     1045.     2110.     1274.
ATM5	DATE80	     2768.     2640.    -2640.      456.    -2055.     2658.
ATM5	DATE81	     1193.      422.     -422.      339.      341.      142.
ATM5	DATE82	     1345.     1478.    -1478.     1607.     -734.      991.
ATM5	DATE83	     2946.     1225.    -1225.     2347.    -2137.     3526.
ATM5	DATE84	     -806.     2866.    -2866.     1044.     1000.      113.
ATM5	DATE85	      905.    -1997.     1997.     2219.      344.     2011.
ATM5	DATE86	     5363.     -376.      376.      355.    -1511.     2847.
ATM5	DATE87	     2748.     2917.    -2917.     1865.     -679.     1807.
ATM5	DATE88	    -1193.      489.     -489.      235.     -127.     2049.
ATM5	DATE89	     2775.     -254.      254.      721.    -2811.     4158.
ATM5	DATE90	     1422.      720.     -720.     1588.     -621.     1968.
ATM5	DATE91	     -868.      731.     -731.       41.    -2215.     4255.
ATM5	DATE92	     1109.    -3655.     3655.     1235.     1403.     2613.
ATM5	DATE93	     3003.     -361.      361.      866.     1012.      161.
ATM5	DATE94	      270.     1263.    -1263.      421.      443.     1262.
ATM5	DATE95	     4776.      606.     -606.      929.      272.      794.
ATM5	DATE96	     1981.     -519.      519.      172.    -1667.     2395.
ATM5	DATE97	    -1893.     -470.      470.      600.     1756.      149.
ATM5	DATE98	     3016.      792.     -792.      469.      215.      855.
ATM5	DATE99	    -1232.      -84.       84.     1019.     2251.       23.
ATM6	DATE0	     4995.     1201.    -1201.     1024.       94.     1751.
ATM6	DATE1	     5199.     1252.    -1252.      289.    -1435.     2268.
ATM6	DATE2	    -1494.     1890.    -1890.     1350.     1396.      563.
ATM6	DATE3	     3903.     -639.      639.      174.      494.     1599.
ATM6	DATE4	      129.    -1448.     1448.      648.      661.     2688.
ATM6	DATE5	      823.      762.     -762.     2898.    -1145.     1753.
ATM6	DATE6	    -1668.     -837.      837.      449.     2715.      657.
ATM6	DATE7	     -338.       64.      -64.     1898.     -312.     2133.
ATM6	DATE8	    -1183.    -3322.     3322.      331.     1342.     2146.
ATM6	DATE9	      309.     2986.    -2986.      561.    -2601.     2772.
ATM6	DATE10	      754.      880.     -880.     3436.    -1333.     2450.
ATM6	DATE11	     4291.     1907.    -1907.     1365.    -1510.     1809.
ATM6	DATE12	     2718.    -2411.     2411.      382.     2096.      986.
ATM6	DATE13	     3346.      625.     -625.     2207.     -389.     1920.
ATM6	DATE14	     7427.     -796.      796.     2748.     -192.     1937.
ATM6	DATE15	     6552.     1821.    -1821.     1672.    -1866.     2165.
ATM6	DATE16	     1349.     1524.    -1524.     3354.     -958.     1285.
ATM6	DATE17	     2307.      649.     -649.     1418.     -173.      579.
ATM6	DATE18	      619.     -973.      973.     3087.    -2351.     3832.
ATM6	DATE19	     -127.      603.     -603.      925.       14.     2087.
ATM6	DATE20	      781.      251.     -251.      377.       -4.     2583.
ATM6	DATE21	    -2638.    -1848.     1848.      948.     -528.     3897.
ATM6	DATE22	    -3185.    -2000.     2000.      485.     3052.      772.
ATM6	DATE23	     2317.     1115.    -1115.      173.    -2025.     2330.
ATM6	DATE24	     2107.     1417.    -1417.      177.     -649.     1543.
ATM6	DATE25	     1931.     -677.      677.      460.     1295.      708.
ATM6	DATE26	    -1054.      806.     -806.     2066.     1767.      264.
ATM6	DATE27	     8586.     1166.    -1166.      492.     1114.       83.
ATM6	DATE28	     5556.     -545.      545.      692.     -890.     2836.
ATM6	DATE29	     -719.     -125.      125.      411.    -1342.     2750.
ATM6	DATE30	     -439.    -2060.     2060.     1101.      761.     2400.
ATM6	DATE31	     -386.    -1616.     1616.      592.     2840.      454.
ATM6	DATE32	     2744.      102.     -102.      481.      869.      398.
ATM6	DATE33	     2647.    -1919.     1919.      283.      100.     1863.
ATM6	DATE34	     -745.     1996.    -1996.      861.      103.      754.
ATM6	DATE35	     -104.    -1181.     1181.      115.    -3546.     5015.
ATM6	DATE36	    -1257.     -794.      794.      302.     -773.     2172.
ATM6	DATE37	     5080.     -153.      153.      494.    -1805.     4074.
ATM6	DATE38	     3457.       63.      -63.     2758.     -274.      430.
ATM6	DATE39	      658.      798.     -798.     3048.    -1361.     1879.
ATM6	DATE40	    -2631.    -2264.     2264.       10.     2369.      660.
ATM6	DATE41	     3084.      653.     -653.      411.     -991.     1755.
ATM6	DATE42	     1055.     -541.      541.      122.     -293.     1462.
ATM6	DATE43	      -34.      775.     -775.      181.     -914.     2235.
ATM6	DATE44	      854.    -1698.     1698.      185.     1951.      317.
ATM6	DATE45	      988.        1.       -1.      740.    -3736.     4560.
ATM6	DATE46	     2650.     -301.      301.     1329.     -771.     2179.
ATM6	DATE47	     7635.     -329.      329.      131.    -2385.     3153.
ATM6	DATE48	     2756.       54.      -54.     1486.     -815.     3030.
ATM6	DATE49	     3791.     -391.      391.      654.    -1893.     2967.
ATM6	DATE50	     -268.      728.     -728.     1978.     -914.     1564.
ATM6	DATE51	      922.     1445.    -1445.      207.    -1642.     2030.
ATM6	DATE52	    -1079.    -1157.     1157.      240.     3357.       84.
ATM6	DATE53	     3554.     -904.      904.      173.    -1258.     4165.
ATM6	DATE54	     3062.    -1891.     1891.      738.     -751.     3092.
ATM6	DATE55	     -244.    -1113.     1113.      722.    -3486.     5542.
ATM6	DATE56	     5250.    -2418.     2418.      545.     1545.      978.
ATM6	DATE57	       69.      561.     -561.     3109.     -366.     2938.
ATM6	DATE58	     2764.      149.     -149.      248.      457.      279.
ATM6	DATE59	     4982.     1221.    -1221.      874.       57.     1468.
ATM6	DATE60	     2398.     -311.      311.     1998.    -2792.     3766.
ATM6	DATE61	     2623.    -1058.     1058.     2511.     1376.     1662.
ATM6	DATE62	      622.     -191.      191.      232.     -912.     2004.
ATM6	DATE63	    -1771.      803.     -803.     1383.    -2554.     5126.
ATM6	DATE64	      183.    -1448.     1448.      429.      724.      943.
ATM6	DATE65	     4637.     -714.      714.     1904.     1138.      141.
ATM6	DATE66	     2936.       -1.        1.     1333.     -610.     1184.
ATM6	DATE67	     4158.    -3130.     3130.      325.     1493.     2066.
ATM6	DATE68	    -1034.     -974.      974.      126.    -1063.     2490.
ATM6	DATE69	    -1355.     2020.    -2020.      305.     1737.      177.
ATM6	DATE70	    -2428.    -1260.     1260.     3954.     -811.     3556.
ATM6	DATE71	     1191.      294.     -294.      484.       66.     2064.
ATM6	DATE72	     -785.      670.     -670.      807.      135.     1412.
ATM6	DATE73	     5892.     2739.    -2739.      513.     -236.     1657.
ATM6	DATE74	     2005.     1175.    -1175.     1890.    -2034.     2338.
ATM6	DATE75	    -1690.    -1702.     1702.      139.     1108.     1183.
ATM6	DATE76	     -466.      138.     -138.      439.      452.     1291.
ATM6	DATE77	      623.     1608.    -1608.      773.     -334.     1120.
ATM6	DATE78	    -1628.      338.     -338.     2897.     1280.     1073.
ATM6	DATE79	     8868.     1431.    -1431.      283.    -2789.     3063.
ATM6	DATE80	      585.     -811.      811.     1502.    -1550.     3847.
ATM6	DATE81	     -913.     1124.    -1124.      991.     -416.     1737.
ATM6	DATE82	     4629.       75.      -75.        4.     -167.      512.
ATM6	DATE83	     -758.       51.      -51.      186.     2065.      208.
ATM6	DATE84	    -1155.     -994.      994.     1574.     3150.      369.
ATM6	DATE85	      346.     -909.      909.     2118.     1619.     1949.
ATM6	DATE86	    -1089.     -454.      454.      778.     -694.     2921.
ATM6	DATE87	     -360.    -2423.     2423.       87.     2464.     1150.
ATM6	DATE88	      530.    -1317.     1317.      781.    -1411.     4460.
ATM6	DATE89	     4251.      565.     -565.     4369.    -1157.     1851.
ATM6	DATE90	      983.     -338.      338.      997.      803.      258.
ATM6	DATE91	    -1433.    -2746.     2746.      249.     2339.      980.
ATM6	DATE92	     1049.      130.     -130.      260.    -1148.     2663.
ATM6	DATE93	    -1317.    -1652.     1652.     1094.      439.     1756.
ATM6	DATE94	     -495.     1346.    -1346.       92.     -714.     2466.
ATM6	DATE95	     4275.      726.     -726.     1914.    -2235.     2640.
ATM6	DATE96	     -323.      284.     -284.     1610.    -2533.     3226.
ATM6	DATE97	     2105.      927.     -927.      339.    -1316.     2346.
ATM6	DATE98	      714.    -1822.     1822.      279.     1358.     1605.
ATM6	DATE99	     3421.     2180.    -2180.        9.      -44.     1588.
ATM7	DATE0	    -2059.    -1798.     1798.      824.     1716.     1861.
ATM7	DATE1	     -173.      240.     -240.     2005.     -257.     1453.
ATM7	DATE2	     2018.     1829.    -1829.      575.    -2208.     3238.
ATM7	DATE3	     1560.     1121.    -1121.      648.    -2095.     2210.
ATM7	DATE4	     -171.      949.     -949.      335.      588.     1612.
ATM7	DATE5	     2381.    -1338.     1338.       17.      731.     2373.
ATM7	DATE6	     -320.       34.      -34.     2084.     -375.     2021.
ATM7	DATE7	     1276.     1292.    -1292.     1311.    -3033.     3703.
ATM7	DATE8	     5009.     1039.    -1039.     1454.     1572.      110.
ATM7	DATE9	     1581.     3017.    -3017.       16.     -286.      782.
ATM7	DATE10	     3563.    -2257.     2257.       44.    -1254.     4083.
ATM7	DATE11	     1444.     1537.    -1537.     2482.      208.     1113.
ATM7	DATE12	       -1.    -1543.     1543.     2120.     2176.      436.
ATM7	DATE13	      418.      571.     -571.      117.    -1037.     1701.
ATM7	DATE14	     3274.     -144.      144.      363.      298.     2063.
ATM7	DATE15	     -979.     -725.      725.     2634.     1025.      515.
ATM7	DATE16	    -2869.    -2044.     2044.      206.    -2173.     5614.
ATM7	DATE17	     1403.      674.     -674.      506.     -862.     2853.
ATM7	DATE18	    -2377.      197.     -197.      241.     -569.     3082.
ATM7	DATE19	      823.       19.      -19.      307.    -2157.     2781.
ATM7	DATE20	    -1348.     1190.    -1190.      530.     -396.     1972.
ATM7	DATE21	     -306.     -878.      878.      416.      916.      965.
ATM7	DATE22	     6625.     1182.    -1182.      976.    -4058.     5097.
ATM7	DATE23	     1561.      570.     -570.     1048.    -2112.     3202.
ATM7	DATE24	     2777.     1602.    -1602.     2424.    -1419.     2456.
ATM7	DATE25	     -251.    -1115.     1115.      427.      -70.     2558.
ATM7	DATE26	     1013.     -992.      992.      507.      184.     2310.
ATM7	DATE27	     5708.      964.     -964.     1499.     -770.      837.
ATM7	DATE28	     1493.      833.     -833.      449.    -3379.     4675.
ATM7	DATE29	      816.     -661.      661.     2897.     1223.      430.
ATM7	DATE30	      441.    -1025.     1025.      435.     -701.     2487.
ATM7	DATE31	     8350.     1604.    -1604.      511.     -194.      662.
ATM7	DATE32	      625.     -608.      608.     1766.    -1984.     2770.
ATM7	DATE33	    -1795.    -1632.     1632.      357.    -1431.     4056.
ATM7	DATE34	     2311.     -889.      889.     1452.     -128.     2102.
ATM7	DATE35	     1157.    -2344.     2344.      429.     1837.     1142.
ATM7	DATE36	    -1706.    -1820.     1820.      797.     1097.     1422.
ATM7	DATE37	     3887.    -2478.     2478.     1116.      213.     2697.
ATM7	DATE38	    -1425.    -1185.     1185.     1160.     1270.      878.
ATM7	DATE39	     1096.     -699.      699.     2273.    -2309.     3633.
ATM7	DATE40	     2999.      933.     -933.     1446.    -1661.     2299.
ATM7	DATE41	     -476.     -202.      202.      867.    -1829.     2475.
ATM7	DATE42	     4345.     2961.    -2961.      661.      408.      992.
ATM7	DATE43	    -1583.     -220.      220.      296.      886.     1352.
ATM7	DATE44	     1193.     1413.    -1413.     1446.    -3162.     3943.
ATM7	DATE45	     -522.     -174.      174.      531.     -999.     3227.
ATM7	DATE46	     4567.     3653.    -3653.      801.     -737.     2154.
ATM7	DATE47	    -1425.      234.     -234.     1359.     1407.     1133.
ATM7	DATE48	      330.    -1155.     1155.      145.     3363.      147.
ATM7	DATE49	     4366.     -679.      679.      777.      245.     1154.
ATM7	DATE50	    -2565.     -560.      560.      460.     3107.       67.
ATM7	DATE51	      846.    -1766.     1766.      964.     2005.      458.
ATM7	DATE52	       96.     3269.    -3269.     1631.    -1303.     1889.
ATM7	DATE53	      718.       63.      -63.      811.    -2182.     3329.
ATM7	DATE54	     1078.    -3201.     3201.      567.      222.     3374.
ATM7	DATE55	     3861.     2626.    -2626.      496.      219.      386.
ATM7	DATE56	      997.     -863.      863.      311.     -990.     2470.
ATM7	DATE57	     1294.     1191.    -1191.     1885.    -2708.     2978.
ATM7	DATE58	     4642.     1185.    -1185.     1232.    -2731.     3034.
ATM7	DATE59	     -350.       41.      -41.     1002.    -2868.     3639.
ATM7	DATE60	     7238.     -575.      575.      745.      370.     2198.
ATM7	DATE61	      -44.      518.     -518.      128.     -250.      394.
ATM7	DATE62	    -1905.    -2502.     2502.      791.     2506.      486.
ATM7	DATE63	    12309.      672.     -672.      806.     -531.      698.
ATM7	DATE64	    -2938.    -2871.     2871.      238.      773.     2617.
ATM7	DATE65	     -564.    -2755.     2755.      554.      816.     2278.
ATM7	DATE66	    10123.      732.     -732.      928.      162.      710.
ATM7	DATE67	     -446.     1395.    -1395.      736.      525.       37.
ATM7	DATE68	     -951.    -2729.     2729.     1359.     1734.     1269.
ATM7	DATE69	      254.    -2335.     2335.     2633.    -1111.     3559.
ATM7	DATE70	     -430.      985.     -985.      847.     -930.     2216.
ATM7	DATE71	     1849.    -1346.     1346.      767.     1570.      412.
ATM7	DATE72	     -882.     2522.    -2522.     1497.      870.      110.
ATM7	DATE73	     8238.     2959.    -2959.     1216.     -590.      992.
ATM7	DATE74	     -170.    -2109.     2109.      379.     1448.     2203.
ATM7	DATE75	    -1220.      622.     -622.      128.      -15.     1859.
ATM7	DATE76	    -1177.     -773.      773.      233.      736.      834.
ATM7	DATE77	     5649.    -1104.     1104.      287.      136.     2051.
ATM7	DATE78	     -606.      729.     -729.      750.    -4057.     4745.
ATM7	DATE79	     -296.    -1341.     1341.      248.     2611.      971.
ATM7	DATE80	      250.     -526.      526.      414.     -554.     1513.
ATM7	DATE81	      724.     -811.      811.     1542.     1507.      417.
ATM7	DATE82	     3483.     -476.      476.      426.      617.     1366.
ATM7	DATE83	     7673.     -231.      231.     1025.    -1105.     2459.
ATM7	DATE84	     3453.     1023.    -1023.       43.    -1242.     2450.
ATM7	DATE85	    -4034.    -2784.     2784.      819.     3847.      299.
